player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Bojan Bogdanovic,bogdabo02,2023,3990,1893,1.82289506,-3.144898744,-1.322003684,1.783406524,-3.210615799,-1.427209276,2.014861381,-3.300906495,-1.286045115,1.42383919,1.42383919,0,1.611661819,-3.542902125,-1.931240306,0.709512005
Bol Bol,bolbo01,2023,3165,1505,-3.057724918,-1.623599929,-4.681324847,-3.615245612,-0.192634117,-3.807879729,-3.3264316,-1.421151613,-4.747583214,-1.534799229,-1.534799229,0,-4.371401422,-2.353156802,-6.724558223,0.062709039
Leandro Bolmaro,bolmale01,2023,147,68,-11.53493305,7.470461939,-4.064471108,-6.446438604,10.25606937,3.809630769,-11.19512039,8.551235357,-2.64388503,0.003743555,0.003743555,0,-8.740120013,4.356798256,-4.383321757,1.701045878
Devin Booker,bookede01,2023,4744,2294,5.616372239,0.0022129,5.618585138,6.085777935,-1.933045959,4.152731976,6.044339993,-0.40810859,5.636231403,9.982043867,6.777622771,3.204421097,5.632922452,0.377524957,6.010447409,0.65083168
Brandon Boston Jr.,bostobr01,2023,531,249,0.934288782,-1.046943067,-0.112654285,-3.106057193,-3.212255637,-6.31831283,0.18602346,-1.534260424,-1.348236964,0.175555394,0.212601215,-0.03704582,-1.106657063,-1.574696244,-2.681353307,-0.096780873
Chris Boucher,bouchch01,2023,3125,1523,0.467703233,0.124209408,0.591912641,-3.072375839,0.256324205,-2.816051633,-0.259276301,0.149543918,-0.109732383,2.043302146,2.043302146,0,0.35758931,0.234127609,0.59171692,-0.407220217
James Bouknight,bouknja01,2023,1097,515,-3.539089082,-2.397849688,-5.93693877,-4.095079817,1.481687144,-2.613392673,-3.786364559,-1.708378466,-5.494743025,-0.721477038,-0.721477038,0,-3.635109919,-2.198926766,-5.834036685,0.040247343
Jamaree Bouyea,bouyeja01,2023,138,71,-7.893678904,1.196071751,-6.697607153,-2.866231373,-5.507292706,-8.37352408,-7.319589415,-0.131855527,-7.451444942,-0.166058342,-0.166058342,0,-6.908869775,0.524167318,-6.384702457,-2.341954594
Tony Bradley,bradlto01,2023,80,33,-0.738650159,-7.299121211,-8.03777137,-2.147606382,6.454987559,4.307381178,-1.033367377,-4.894933384,-5.928300761,-0.054020268,-0.054020268,0,-1.334784049,-4.357353425,-5.692137474,0.959111879
Malaki Branham,branhma01,2023,3370,1550,-3.002240544,-4.312209066,-7.31444961,-1.025207998,-1.204147708,-2.229355706,-2.705441516,-3.872706112,-6.578147628,-3.045435998,-3.045435998,0,-2.758821572,-3.886860996,-6.645682568,0.603421162
Jarrell Brantley,brantja01,2023,80,39,5.772931579,2.230594884,8.003526463,0.368121265,9.78498951,10.15311078,5.03249932,4.018652906,9.051152226,0.232866094,0.232866094,0,2.430896611,-1.061654233,1.369242378,-0.838564615
Christian Braun,braunch01,2023,2952,1428,-1.551382057,0.835300877,-0.716081179,-5.996076459,1.387949168,-4.608127291,-2.590905492,0.982869186,-1.608036306,0.857057537,0.336996877,0.520060661,-2.301325969,0.461118445,-1.840207524,-0.745256195
Mikal Bridges,bridgmi01,2023,6380,3120,1.663674473,0.458797324,2.122471796,-0.463764165,-1.056913018,-1.520677183,1.318452773,0.153228668,1.471681442,6.714027557,6.762240735,-0.048213178,1.630573306,0.812193499,2.442766805,0.209991539
Oshae Brissett,brissos01,2023,2306,1083,-1.84893105,-1.363717476,-3.212648526,-0.266749095,0.847535959,0.580786864,-1.625209453,-0.946204202,-2.571413655,0.09835369,0.09835369,0,-0.944376036,-1.758995383,-2.703371419,-0.330987704
Malcolm Brogdon,brogdma01,2023,4593,2218,2.603196552,-1.231256116,1.371940436,-0.621182025,1.50352778,0.882345755,2.027653632,-0.778065374,1.249588259,4.506634658,4.048057523,0.458577135,1.827948709,-0.786949928,1.04099878,-0.392102632
Dillon Brooks,brookdi01,2023,5051,2381,-2.000625865,1.231090228,-0.769535637,-2.407223189,3.198306027,0.791082838,-2.214932877,1.667513096,-0.547419781,2.66261216,3.008921613,-0.346309453,-2.243792205,2.140140656,-0.103651549,0.050524886
Bruce Brown,brownbr01,2023,5766,2810,-0.392901452,0.887116168,0.494214715,-4.491526208,0.180075049,-4.311451159,-1.312608437,0.77485361,-0.537754827,3.21745584,1.702305007,1.515150833,-0.828888093,0.694307785,-0.134580308,-0.975529468
Greg Brown III,browngr01,2023,203,93,-8.881708967,0.644935194,-8.236773773,-12.97196887,15.52738841,2.55541953,-10.28875063,3.824006467,-6.464744166,-0.17722404,-0.17722404,0,-10.20623381,1.594332666,-8.61190114,0.552389683
Jaylen Brown,brownja02,2023,6542,3156,0.565102794,0.196731415,0.761834209,-2.277575705,0.635805937,-1.641769768,-0.083956968,0.260251428,0.176294459,4.76389989,4.118037022,0.645862867,0.92874801,0.508587251,1.437335261,1.136041836
Kendall Brown,brownke03,2023,98,40,-3.490985668,2.732351326,-0.758634342,-6.071039052,10.48407098,4.413031924,-4.217288163,4.588722547,0.371434384,0.065235331,0.065235331,0,-3.71318363,4.084580864,0.371397234,2.429138656
Moses Brown,brownmo01,2023,623,294,0.94031327,2.34366505,3.283978319,1.826510852,2.586110928,4.41262178,1.209339152,2.552803175,3.762142327,0.984538994,0.984538994,0,0.537751133,1.287873457,1.82562459,0.48406865
Sterling Brown,brownst02,2023,60,24,-6.167125897,5.118781458,-1.048344439,0.195020767,4.34839997,4.543420738,-5.215187022,5.284205534,0.069018512,0.034838125,0.034838125,0,-5.010746946,2.676480898,-2.334266049,0.935137329
Troy Brown Jr.,browntr01,2023,4221,1984,-1.656367026,1.026793704,-0.629573322,-1.073980978,-1.484255295,-2.558236273,-1.646502871,0.554144813,-1.092358058,1.667934467,1.60422031,0.063714157,-1.986268622,0.597659847,-1.388608775,-0.721845904
Jalen Brunson,brunsja01,2023,5693,2822,5.115748024,0.185944504,5.301692528,6.73403283,-5.291662172,1.442370658,5.733472855,-0.96048579,4.772987064,10.85507388,8.137780878,2.717292999,6.254472652,-0.195013256,6.059459396,-0.951975849
Thomas Bryant,bryanth01,2023,2301,1081,-0.658559145,-1.307227731,-1.965786876,-0.54851874,-3.039460429,-3.587979169,-0.674638695,-1.753784878,-2.428423573,0.165698804,0.165698804,0,-1.472273388,-1.229137927,-2.701411315,-0.053087115
Reggie Bullock,bullore01,2023,4789,2364,-2.546561379,-1.843241324,-4.389802702,-2.054236749,-2.212974702,-4.267211451,-2.619634733,-2.008377076,-4.628011809,-2.244097869,-2.244097869,0,-2.832948769,-1.506391072,-4.339339841,-0.935603327
Alec Burks,burksal01,2023,2413,1122,2.756797328,-0.308241787,2.44855554,2.676956298,1.477685488,4.154641786,2.980922796,0.100313724,3.08123652,3.362254339,3.362254339,0,2.425598546,-0.523394925,1.902203621,0.731611188
Deonte Burton,burtode02,2023,14,6,-8.78448149,-1.625419095,-10.40990059,30.68716857,3.224706967,33.91187554,-1.053780695,-0.67431696,-1.728097656,0.00318122,0.00318122,0,-1.970982547,-2.276181505,-4.247164052,1.70917977
Jared Butler,butleja02,2023,165,77,1.649932386,0.382871719,2.032804106,-2.492262312,-0.352237194,-2.844499505,0.887152666,0.243695869,1.130848535,0.153394415,0.153394415,0,2.055712702,-1.622885625,0.432827077,0.618158245
Jimmy Butler,butleji01,2023,6056,3012,6.424251905,1.263178165,7.687430069,0.196870207,-1.776203304,-1.579333097,5.529826992,0.687050867,6.216877859,13.79729141,10.11291687,3.684374541,4.798709248,1.351321629,6.150030877,-0.628741904
John Butler Jr.,butlejo01,2023,483,221,-6.349724294,-0.792918861,-7.142643155,-3.790386813,-1.724313752,-5.514700565,-6.186833235,-0.939953717,-7.126786952,-0.491738731,-0.491738731,0,-6.062949842,-2.195757516,-8.258707359,-0.360452855
Jamal Cain,cainja01,2023,514,240,1.388888273,0.198112028,1.587000301,-0.506987214,4.578913845,4.071926631,1.081810956,1.110420975,2.192231932,0.605330867,0.605330867,0,0.753366728,1.103472949,1.856839677,0.027428416
Kentavious Caldwell-Pope,caldwke01,2023,6336,3052,-0.345308251,1.109144789,0.763836538,4.20204774,-0.072043853,4.130003887,0.561334864,0.922834775,1.484169639,6.650418373,5.804606519,0.845811854,0.972224459,1.043446901,2.01567136,0.843680506
Facundo Campazzo,campafa01,2023,108,52,-6.50367281,10.99241676,4.488743948,-10.29445122,11.97644861,1.681997387,-7.714986341,11.9042254,4.189239057,0.184985177,0.184985177,0,-6.579384427,9.088897555,2.509513127,0.484869234
Vlatko Cancar,cancavl01,2023,1865,899,-0.970119686,-0.823171542,-1.793291228,-4.490978397,-0.522039085,-5.013017483,-1.772602139,-0.82378781,-2.596389949,0.067837059,0.204417407,-0.136580349,-1.789153034,-1.940514204,-3.729667237,-0.587543452
Clint Capela,capelca01,2023,4036,1881,0.16798813,3.280624064,3.448612195,2.108540427,-2.078086002,0.030454425,0.558526823,2.378354023,2.936880846,5.445737243,5.031407055,0.414330188,0.783005799,2.400458465,3.183464264,-0.453077108
Vernon Carey Jr.,careyve01,2023,61,28,-7.08513701,2.09150573,-4.99363128,-25.62016461,17.60371648,-8.016448125,-11.4210308,5.440617622,-5.980413175,-0.046399865,-0.046399865,0,-10.10737526,1.000002486,-9.107372774,0.550015566
Jevon Carter,carteje01,2023,3979,1859,-1.272190927,-0.319822505,-1.592013433,-2.962184789,3.310078758,0.347893969,-1.702375346,0.364066949,-1.338308397,1.326907505,1.422587029,-0.095679524,-1.447500742,0.263554136,-1.183946606,-0.741995313
Michael Carter-Williams,cartemi01,2023,90,44,-1.629012696,-10.6134423,-12.24245499,-4.493937328,-13.27573419,-17.76967152,-2.276948323,-11.80780197,-14.08475029,-0.255643151,-0.255643151,0,-0.674887847,-10.28185076,-10.95673861,0.472678345
Wendell Carter Jr.,cartewe01,2023,3527,1690,-1.331781579,1.244118002,-0.087663578,-0.542438414,1.897176108,1.354737694,-1.213284879,1.452336553,0.239051673,2.577487644,2.577487644,0,-1.539421933,1.023367222,-0.516054711,0.008369447
Alex Caruso,carusal01,2023,3274,1575,-0.507253801,5.947729417,5.440475616,1.221988717,5.308633048,6.530621765,-0.142851903,6.133135546,5.990283643,7.039777637,7.039777637,0,-0.263978102,6.359903117,6.095925015,0.23556576
Justin Champagnie,champju01,2023,88,44,3.886833149,-3.521541231,0.365291918,5.322727102,-8.077941584,-2.755214481,4.349042706,-4.749753834,-0.400711128,0.050591261,0.102646655,-0.052055394,2.330788114,-5.460404824,-3.12961671,-1.206317024
Julian Champagnie,champju02,2023,696,320,-0.698081336,-2.695044227,-3.393125563,-0.276732179,-2.654879075,-2.931611254,-0.586128135,-2.786112326,-3.372240461,-0.118436976,-0.118436976,0,-0.587283804,-3.284169338,-3.871453143,0.342281752
Kennedy Chandler,chandke01,2023,605,281,-1.835375349,-4.052652537,-5.888027886,-4.076480265,0.100069024,-3.976411241,-2.432279657,-3.497681064,-5.929960721,-0.451766833,-0.451766833,0,-3.666175441,-3.456041917,-7.122217358,-0.914817071
Josh Christopher,chrisjo01,2023,1642,786,-2.749464635,-2.718418536,-5.467883171,-4.085312255,-3.978635619,-8.063947874,-3.116935148,-3.080070892,-6.19700604,-1.380370907,-1.380370907,0,-3.17390027,-3.943932207,-7.117832477,-0.141495197
Max Christie,chrisma02,2023,1176,545,-2.870555338,1.668497394,-1.202057943,-4.110252959,1.187777256,-2.922475703,-3.310188945,1.667048164,-1.643140781,0.310240623,0.185562965,0.124677657,-4.184659093,-0.083815416,-4.268474509,-0.528198963
Brandon Clarke,clarkbr01,2023,2362,1090,-0.288495107,0.309671293,0.021176186,-2.497659385,1.765118262,-0.732541122,-0.775771055,0.581671373,-0.194099682,1.423068835,1.423068835,0,-0.906056884,0.422691355,-0.483365529,0.119771667
Jordan Clarkson,clarkjo01,2023,4164,1988,2.095620349,-2.821770224,-0.726149875,2.134996558,-1.901716223,0.233280335,2.231681335,-2.780956364,-0.54927503,2.237654276,2.237654276,0,1.997932939,-2.546976519,-0.549043581,0.249073149
Nic Claxton,claxtni01,2023,4890,2388,-1.61349763,2.266824105,0.653326475,4.479448871,2.294609831,6.774058702,-0.440591638,2.416752343,1.976160704,5.708393776,5.569318604,0.139075172,-0.291156303,2.663769795,2.372613492,-0.77598692
Amir Coffey,coffeam01,2023,1320,626,-3.34110141,-3.347350972,-6.688452381,-5.429333294,-0.777217209,-6.206550503,-3.964200191,-3.000614656,-6.964814847,-1.343423217,-1.308377808,-0.035045409,-4.989100958,-3.95602582,-8.945126779,-0.341441437
John Collins,collijo01,2023,4907,2294,-2.678805835,-0.539440054,-3.218245889,-1.074655734,0.475540474,-0.59911526,-2.53181687,-0.343034327,-2.874851197,-0.138852681,-0.416511366,0.277658685,-1.814932072,-0.338617962,-2.153550034,0.036151844
Zach Collins,colliza01,2023,3124,1441,-1.681922367,1.484899365,-0.197023001,-0.531698995,1.484062636,0.95236364,-1.477724091,1.696396033,0.218671941,2.203859747,2.203859747,0,-1.580381299,1.145457413,-0.434923886,0.984914706
Chance Comanche,comanch01,2023,45,21,-6.080568935,-11.5166651,-17.59723403,-7.234066622,-35.36697008,-42.6010367,-6.568343845,-17.04528576,-23.6136296,-0.22014612,-0.22014612,0,-5.073654425,-14.59187378,-19.66552821,-1.531132083
Mike Conley,conlemi01,2023,4597,2212,2.353235675,0.172138098,2.525373773,2.238158598,-1.350782298,0.8873763,2.468265684,-0.129261294,2.339004391,5.738902483,5.269040498,0.469861985,1.882518687,0.796979964,2.679498651,-0.322777471
Pat Connaughton,connapa01,2023,3300,1531,-0.296972639,1.215312733,0.918340094,-0.185706309,-0.507918433,-0.693624742,-0.287980717,0.882725481,0.594744764,2.620819438,2.308228106,0.312591332,0.043925784,-0.016626274,0.02729951,-0.078544767
Xavier Cooks,cooksxa01,2023,285,126,-4.392696464,-0.6040823,-4.996778764,2.172222332,3.277622506,5.449844839,-3.280297218,0.19087968,-3.089417538,-0.021961792,-0.021961792,0,-2.986420415,-1.008734723,-3.995155138,0.658109741
Robert Covington,covinro01,2023,1659,791,-0.093049903,0.86516113,0.772111226,-2.015120251,1.460127831,-0.55499242,-0.49172558,1.044707493,0.552981913,1.329166536,1.371282183,-0.042115647,-0.050102593,0.758406971,0.708304378,0.315610444
Torrey Craig,craigto01,2023,4428,2131,-1.119619276,0.491304465,-0.628314811,-1.375472173,-3.566973453,-4.942445626,-1.25466186,-0.34459816,-1.59926002,1.251443135,1.154424362,0.097018772,-1.213587859,-0.085263997,-1.298851857,-0.229476697
Jae Crowder,crowdja01,2023,832,381,-0.029110518,2.195819286,2.166708769,0.423799434,-1.882054755,-1.458255321,0.063632151,1.437750522,1.501382673,0.823193275,0.937211981,-0.114018706,0.619806981,0.503037958,1.122844938,-0.257446273
Jarrett Culver,culveja01,2023,296,137,-3.024449943,1.196063943,-1.828385999,-1.452830075,1.505723685,0.05289361,-2.907112022,1.344483462,-1.562628561,0.083002287,0.083002287,0,-2.060944141,0.909006599,-1.151937542,0.009863586
Cade Cunningham,cunnica01,2023,853,400,-2.607351081,-1.750330344,-4.357681425,-0.384006664,0.007012236,-0.376994428,-2.193227122,-1.431240788,-3.62446791,-0.179101757,-0.179101757,0,-1.318235981,-1.33088213,-2.649118112,0.36216556
Seth Curry,curryse01,2023,2641,1269,-0.214372263,-1.787592653,-2.001964916,-2.7262872,-2.439905053,-5.166192253,-0.753507426,-2.051279125,-2.804786551,-0.030909883,-0.082021196,0.051111313,-0.769100837,-1.690129998,-2.459230835,-0.266314731
Stephen Curry,curryst01,2023,5300,2434,7.344270161,-1.371424242,5.972845919,5.967626648,0.093915367,6.061542015,7.483711948,-1.165317704,6.318394244,11.53278332,9.290962077,2.241821242,7.542090795,-0.83253008,6.709560714,1.821577389
Dyson Daniels,daniedy01,2023,2240,1042,-2.550756313,2.900275068,0.349518755,-4.218433738,2.738764219,-1.479669518,-3.065481531,2.983391018,-0.082090513,1.423275867,1.423275867,0,-3.31209227,2.223689435,-1.088402835,0.351506437
Anthony Davis,davisan02,2023,5327,2512,2.38589145,4.700176892,7.086068342,2.222875962,3.521186469,5.744062431,2.511726349,4.736996561,7.24872291,12.9486932,9.767810382,3.180882814,2.939710495,4.570631837,7.510342332,0.296532141
JD Davison,davisjd01,2023,140,66,-1.687961671,0.634662238,-1.053299434,-3.999872518,-1.007810784,-5.007683303,-2.349352871,0.246751489,-2.102601383,0.02181909,0.02181909,0,-1.99234684,-2.395477256,-4.387824096,0.088462787
Johnny Davis,davisjo06,2023,905,423,-3.709340928,-2.8512802,-6.560621129,-7.508859419,3.892379459,-3.616479961,-4.723065149,-1.602042855,-6.325108004,-0.774158457,-0.774158457,0,-4.570416351,-1.812755847,-6.383172198,0.339858732
Terence Davis,daviste02,2023,1951,899,-0.188682822,-0.803699311,-0.992382133,-0.03582845,2.172215362,2.136386912,-0.22836073,-0.211227224,-0.439587954,1.079219673,0.901908334,0.177311339,-0.018015181,-0.333763892,-0.351779073,1.388938
Darius Days,daysda01,2023,53,25,4.879333519,-1.972241992,2.907091527,-0.942126904,6.762766352,5.820639448,4.125246014,-0.128852159,3.996393855,0.08525235,0.08525235,0,3.609124665,-4.136749871,-0.527625206,-0.935912578
Dewayne Dedmon,dedmode01,2023,920,431,-2.106364337,0.303047633,-1.803316704,-6.834209585,0.714010778,-6.120198806,-3.216559866,0.377745138,-2.838814727,-0.02526682,0.0698149,-0.09508172,-3.174139433,-0.146053794,-3.320193227,0.23195719
Matthew Dellavedova,dellama01,2023,474,213,-2.660616245,3.02055519,0.359938945,-8.865842118,4.814064607,-4.051777511,-4.150498927,3.582748738,-0.567750189,0.237508823,0.237508823,0,-3.601357021,1.023646591,-2.57771043,0.152395013
DeMar DeRozan,derozde01,2023,5577,2682,2.580899965,-0.005297309,2.575602655,0.09431137,2.185858536,2.280169905,2.216730412,0.425398708,2.64212912,7.377913455,7.377913455,0,1.122093041,0.717123729,1.839216769,-0.006031885
Moussa Diabate,diabamo01,2023,416,195,-1.619877753,1.289190184,-0.330687569,-1.270326254,-2.892170409,-4.162496663,-1.615114535,0.520151547,-1.094962988,0.164065577,0.164065577,0,-2.272513243,0.085501332,-2.187011911,-0.363136002
Mamadi Diakite,diakima01,2023,352,176,-6.882420537,-3.458670807,-10.34109134,-4.573420957,1.16491931,-3.408501647,-6.854759698,-2.798254048,-9.653013746,-0.616040537,-0.616040537,0,-5.785653574,-2.098830496,-7.884484069,-0.621531438
Hamidou Diallo,diallha01,2023,2138,996,-1.508029326,2.605267519,1.097238193,-0.45635277,4.467404832,4.011052061,-1.307001866,3.219553626,1.91255176,2.391313589,2.391313589,0,-0.916456697,2.173944756,1.257488059,0.936996302
Gorgui Dieng,dienggo01,2023,769,358,-5.69841219,-2.140324691,-7.838736882,-7.564451565,-3.082385614,-10.64683718,-6.344585584,-2.307012261,-8.651597845,-1.090818053,-1.090818053,0,-5.772550615,-2.014446164,-7.786996779,1.206199942
Ousmane Dieng,diengou01,2023,1217,569,-2.847193623,-3.077895079,-5.925088702,0.256707897,1.027045182,1.283753079,-2.378385591,-2.418636613,-4.797022204,-0.592284285,-0.592284285,0,-3.133626229,-2.966754394,-6.100380623,-0.335287664
Spencer Dinwiddie,dinwisp01,2023,5768,2884,2.118588846,-1.290670081,0.827918765,-0.330284873,-0.086133152,-0.416418026,1.7230818,-1.108859373,0.614222427,4.873207723,4.555352774,0.317854949,1.636312368,-0.574582253,1.061730115,-1.232348171
Donte DiVincenzo,divindo01,2023,4626,2129,0.001917337,2.513818311,2.515735649,-1.613544069,1.633424426,0.019880357,-0.332419533,2.46372091,2.131301377,5.344329786,5.267585765,0.076744021,-0.044116307,2.52995601,2.485839703,0.689324015
Luka Doncic,doncilu01,2023,4863,2391,8.850354008,-0.325424058,8.52492995,3.659540065,-0.944346459,2.715193606,8.272469954,-0.448861942,7.823608013,12.98439297,12.98439297,0,7.922574452,-0.179550426,7.743024026,0.671190906
Tyler Dorsey,dorsety01,2023,16,8,19.41371413,6.575943575,25.98965771,-13.26881826,17.157046,3.888227741,13.67609723,9.141079609,22.81717684,0.103260157,0.103260157,0,13.69296438,3.90240803,17.59537241,-1.058940369
Luguentz Dort,dortlu01,2023,4874,2272,-1.252999514,3.039740738,1.786741224,1.219627555,-0.343194074,0.876433482,-0.815248962,2.509759739,1.694510778,5.186925539,5.186925539,0,-0.79440995,3.201030494,2.406620544,0.68496101
Ayo Dosunmu,dosunay01,2023,4405,2098,-2.348049981,0.064064783,-2.283985198,-4.443932732,1.518086337,-2.925846396,-2.905908475,0.340439349,-2.565469126,0.197675894,0.197675894,0,-3.463467895,0.854121549,-2.609346346,0.078755709
Devon Dotson,dotsode01,2023,108,53,-4.1636243,5.039300035,0.875675735,-6.017455141,5.808553028,-0.208902113,-4.780530266,5.540717676,0.76018741,0.095105716,0.095105716,0,-1.969547521,5.747237698,3.777690177,0.200067547
Jeff Dowtin Jr.,dowtije01,2023,523,259,-0.544089755,-0.370628676,-0.914718431,0.66859782,-1.832732754,-1.164134934,-0.361824374,-0.720302621,-1.082126995,0.216670076,0.216670076,0,-1.359343818,-1.272213415,-2.631557234,-1.706230536
PJ Dozier,doziepj01,2023,181,85,-4.89514632,7.818940157,2.923793837,-7.899383717,4.339176741,-3.560206976,-5.874130267,7.596469844,1.722339577,0.20885366,0.091467263,0.117386397,-3.229563199,4.789605179,1.560041979,0.653887935
Goran Dragic,dragigo01,2023,1885,877,-1.265672875,-2.433650032,-3.699322906,-0.10780729,-0.734855563,-0.842662853,-1.087620448,-2.247626341,-3.335246789,-0.262523312,-0.216239254,-0.046284058,-0.987097749,-2.847036912,-3.834134661,0.187711929
Andre Drummond,drumman01,2023,1799,849,-1.597307597,2.694515622,1.097208025,-1.866876204,2.603598834,0.73672263,-1.739663971,2.791680567,1.052016595,1.6623647,1.6623647,0,-2.357589867,3.094815604,0.737225737,0.948979245
Chris Duarte,duartch01,2023,1918,897,-1.261128926,0.271211763,-0.989917162,-3.171984556,-2.003094556,-5.175079112,-1.726240542,-0.134366047,-1.860606589,0.406980213,0.406980213,0,-1.317257897,-0.499743692,-1.817001589,-0.012435488
David Duke Jr.,dukeda01,2023,495,233,-2.552778647,1.199868295,-1.352910352,-5.207722646,2.048956618,-3.158766028,-3.25701814,1.453114433,-1.803903706,0.10827717,0.139798609,-0.03152144,-3.518934651,0.773637351,-2.7452973,0.8293493
Kris Dunn,dunnkr01,2023,1245,568,2.820849555,-2.769023671,0.051825884,-1.273023787,-1.801758527,-3.074782313,2.136536485,-2.700439583,-0.563903098,0.63276243,0.63276243,0,1.56091635,-1.764746631,-0.203830281,-0.120203128
Kevin Durant,duranke01,2023,4410,2138,4.484401137,-0.174977853,4.309423284,4.938113695,1.525901831,6.464015527,4.817806526,0.167129814,4.98493634,8.580182701,7.134923603,1.445259098,4.89358081,-0.30542468,4.58815613,1.191214527
Jalen Duren,durenja01,2023,3489,1670,-1.777547539,-0.038534212,-1.81608175,-2.087830523,-0.059382953,-2.147213476,-1.920543312,0.016435526,-1.904107786,0.718642324,0.718642324,0,-2.007261249,-0.411070169,-2.418331418,-0.292216648
Tari Eason,easonta01,2023,3753,1767,-0.413579567,0.455985584,0.042406017,-1.851923027,3.032313663,1.180390636,-0.688229953,1.087749029,0.399519076,2.847827755,2.847827755,0,-0.970606793,0.396872772,-0.573734021,0.300829254
Anthony Edwards,edwaran01,2023,6418,3041,1.573518994,0.08705671,1.660575704,3.216190002,1.063017165,4.279207167,2.019945656,0.28448494,2.304430596,7.99789931,6.42407624,1.573823069,2.157324792,0.741633187,2.898957979,0.651154815
Kessler Edwards,edwarke02,2023,834,392,-1.795080211,-0.258467073,-2.053547284,2.948862204,0.026220879,2.975083083,-0.918867339,-0.178084322,-1.096951661,0.334504529,0.299799062,0.034705467,-1.431400695,-0.543481559,-1.974882254,-0.12924749
Keon Ellis,elliske01,2023,147,71,2.553931585,-1.260553038,1.293378548,-9.562201263,-2.785588747,-12.34779001,0.206815783,-1.60645596,-1.399640177,0.048713727,0.048713727,0,1.854808768,-2.120487231,-0.265678464,-0.416765337
Joel Embiid,embiijo01,2023,5286,2620,3.955242297,3.961925511,7.917167808,2.071151097,3.723739457,5.794890554,3.724874175,4.101091714,7.825965889,14.22467959,12.82346758,1.401212007,3.938348289,3.533212241,7.471560531,0.463093257
Drew Eubanks,eubandr01,2023,3311,1584,-2.016957587,0.379187698,-1.637769889,0.543599385,-1.517149761,-0.973550376,-1.62050389,0.080349144,-1.540154746,0.972009677,0.972009677,0,-2.036512274,0.398910785,-1.637601489,-0.592030976
Bruno Fernando,fernabr01,2023,844,405,-2.034253297,1.55283192,-0.481421377,-2.68428575,1.539779633,-1.144506117,-2.273698812,1.717100871,-0.556597941,0.453397123,0.453397123,0,-2.264330556,0.118733264,-2.145597292,-0.188592181
Dorian Finney-Smith,finnedo01,2023,4251,2110,-2.579191577,1.513859402,-1.065332176,0.163225887,0.483955456,0.647181343,-2.174893878,1.405444033,-0.769449844,2.155253855,1.885539369,0.269714485,-1.848574371,1.498185181,-0.35038919,-0.365986324
Malachi Flynn,flynnma01,2023,1426,691,-1.371669523,-2.754024503,-4.125694027,-2.490423832,-2.232439207,-4.722863039,-1.707438126,-2.824667755,-4.532105881,-0.62266857,-0.62266857,0,-1.5532225,-2.244517847,-3.797740348,-0.901199329
Simone Fontecchio,fontesi01,2023,1675,766,-2.653686607,-4.572137855,-7.225824462,-5.706047534,-3.91818482,-9.624232354,-3.46043335,-4.690910784,-8.151344134,-2.123400087,-2.123400087,0,-2.835429699,-5.18833726,-8.023766959,0.596901121
Bryn Forbes,forbebr01,2023,580,268,-3.698963788,-4.446516763,-8.145480551,-3.362740494,-3.347610224,-6.710350718,-3.825009881,-4.482780088,-8.307789969,-0.761290148,-0.761290148,0,-4.080438035,-4.85530336,-8.935741396,0.179772679
Trent Forrest,forretr01,2023,586,277,-3.293386027,-1.626386175,-4.919772202,-4.484750424,-2.377047968,-6.861798392,-3.759161012,-1.865361654,-5.624522666,-0.402784012,-0.402784012,0,-3.386929851,-2.738444327,-6.125374178,-0.859425863
Michael Foster Jr.,fostemi02,2023,2,1,-2.974450192,6.265726276,3.291276083,-67.87857081,4.635800755,-63.24277005,-16.72526664,6.359601865,-10.36566478,-0.00377351,-0.00377351,0,-15.00722044,-0.111739284,-15.11895973,-2.909469245
Evan Fournier,fournev01,2023,961,459,-2.448607395,-2.311976381,-4.760583776,-3.60560381,-0.46421331,-4.069817119,-2.878157547,-2.069089512,-4.94724706,-0.516768195,-0.516768195,0,-1.850656854,-1.684969138,-3.535625991,0.43408168
De'Aaron Fox,foxde01,2023,5829,2705,4.45493535,-1.326320333,3.128615018,3.359170441,-3.760794169,-0.401623728,4.411788502,-1.899750282,2.512038221,7.346892625,7.18875497,0.158137655,4.172847348,-1.187411169,2.985436179,1.014855569
Markelle Fultz,fultzma01,2023,3750,1778,-0.178875607,-0.148126003,-0.327001609,-0.768753331,-1.414697991,-2.183451322,-0.27417971,-0.420729149,-0.694908859,1.86118513,1.86118513,0,-0.717758085,-0.208175158,-0.925933242,-0.165739581
Wenyen Gabriel,gabriwe01,2023,2298,1061,-1.210860998,1.299072814,0.088211816,-0.734040095,-0.188297421,-0.922337515,-1.190493222,1.06553746,-0.124955763,1.41375353,1.549227834,-0.135474304,-2.191637242,0.724893865,-1.466743377,-0.134635559
Daniel Gafford,gaffoda01,2023,3338,1604,0.402362891,-0.017162896,0.385199996,0.135569537,-1.731141297,-1.595571759,0.373926754,-0.358128205,0.015798549,2.251828318,2.251828318,0,-0.310855891,-0.11816803,-0.429023922,-0.516963477
